,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,,
49,梁溪说事,08月29日 02:30,//weibo.com/1593711535/M3crUb5UG?refer_flag=1001030103_,【 #山东男子重庆救火5天瘦6斤# 大火炙烤得没有食欲】重庆山火发生后，中铁十四局西部（重庆）科学城项目部郭剑和同事们逆行而上，火速驰援山林大火抢险，昼夜不停地在山上进行便道修建、隔离带开挖、清障施工和加固防线等，阻止山火蔓延，为消防车开辟绿色通道。郭剑介绍，最接近火源的时候，身体被山火的热浪一阵阵炙烤，耳边尽是竹子爆裂的声音。因山火导致温度超40℃，热得大家没有食欲，“把饭送到跟前，都吃不下去，5天连累带饿瘦了6斤”。目前，大火已被扑灭，向所有拼命的人，致敬！这就是山东人的“英雄气”！#男子重庆救火5天瘦6斤# @闪电新闻 L闪电新闻的微博视频 收起d,gold,1,0,4,280,
50,小碗小盆-4399,08月29日 02:27,//weibo.com/7601122975/M3cqYktg0?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,None,0,0,1,76,
51,Kerrankh,08月29日 02:25,//weibo.com/5316510098/M3cq4rk9l?refer_flag=1001030103_,#重庆山火# 以前嫌玩机车扰民是我太片面 ?,None,0,0,7,22,
52,一位不愿透露姓名的地理学者,08月29日 02:24,//weibo.com/2010021631/M3cpPEKqN?refer_flag=1001030103_,#在重庆有一种感动叫双向奔赴#山河表里，沧海浮沉。分合间，千年已过；硝烟散，初日方升。星海横流，岁月成碑，纵使尘埃沧桑在历史的故纸堆里静默化朽，流淌在神州华胃血液里的精神却永远炙热不息，百折千回，亦能挺立出我华夏风骨。国人精神，是虞续千年的丹心报国。“位卑未敢忘忧国，事定犹须待阔棺。“忧国忧民从来不只是帝王的弹精竭虑，而是华夏儿女千百年来刻在基因里的红色标识。君可记，岳阳楼上，范文正公慨然抒志“先天下之忧而忧，后天下之乐而乐”；君可记，孤灯之下，陆放翁仍望杀敌“当年万里觅封侯，匹马成梁州”。多少文人的爱国情思都凝结于笔尖落墨。昨日中国，无数仁人志士为救正时弊而奔走，或列强攻入，爱国将领身不恤；或五四时期，有为青年血荐轩辕。今日中国，亿万同胞国人愿做萤火，或中印边境，誓死守卫国家界线；或疫情肆虐，投身医疗为民冒险。炽热的心，只为人民；清澈的爱，只为中国。国人精神，是山海难阻的守望相助。山河多舛，人民罹难。03年非典，08年汶川地震，20年新冠，21年河南洪水，22年重庆山火。愈是在灾难面前，愈是能显现出中华儿女血脉相连的力量一是在顶着酷暑连续奋战近百余个小时的重庆山火救援人员，是无数个冒着生命危险骑着电车送防火急需物资的普通百姓；是在抗洪抢险现场连续奋战12个小时的河南官兵，脚都泡到起皱发白；是停下店里生意的包子铺老板，把蒸熟的包子放在外面并写上“包子不卖，谁饿了谁拿”；是一连手术几个小时抢救伤员、疫情面前奔波一线的医生，饭都顾不得吃上一口。一方受灾，举国相助。剥去外壳上的种种标签，原来每个中国人的血脉中都流淌着闪闪发光的大爱大义和守望相助。电影《中国医生》中有这样一句话：集体主义和利他精神，是刻在中国人骨子里的东西。其实本就无可置疑，如若不是深深植根于国人血脉中的对祖国的认同和对同胞的挂牵，中华民族又何以历经千年风刀霜剑而屹立不倒？国人精神，是振兴华夏的掉厉奋发。我们从东方红到嫦娥奔月，从辽宁号到蛟龙入海；我们从“弱国无交”走向国际舞台上负责任大国形象，从晚清腐朽多战败走向世界一流国防力量；我们从炮火弥漫拼到海晏河清，从白手起家拼到国泰民安。怎么能忘记群狼环伺之时，第一批核弹专家拿着算盘，用不到三年的时间完成了从原子弹到氢弹的跨越；怎么能忘记热血赛场之上，运动健儿年轻有为，全力以赴只为五星红旗在东京飘扬。时序轮替中，不变的是国人奋斗的身姿；历史坐标上，始终清晰的是国人拼搏的步伐。“一个国家的进步，印刻着青年的足迹；一个国家的未来，寄望于青春的力量。”时代的接力棒递到了这一代青年的手上，中华复兴之梦正在远方。山川见证着这个民族的兴衰，江河流动着这个民族的血脉。"“大鹏一日同风起，扶摇直上九万里。”曾经的年少不再年少，但我们的中国永远年轻。无数中华儿女至死热爱着脚下这片坚实的土地，爱国就是中国人最赤诚的浪漫与信仰。“我们生在红旗下，长在春风里。目光所至皆为华夏，五星闪耀皆为信仰。愿民族之巅繁荣昌盛，百盛不衰至此敬礼。#英雄战士与英雄人民的双向奔赴##重庆巴南人民硬核投喂子弟兵##微博新知博主##重庆人民终于等到雨# 收起d,gold,69,15,331,1282,
53,Liu灿v,08月29日 02:24,//weibo.com/5138864587/M3cpJrq4N?refer_flag=1001030103_,#思源驰援重庆山火#赠人玫瑰，手有余香。我在“思源驰援重庆山火”项目捐款成功！愿我和@蔡徐坤全球粉丝后援会 让爱心传递。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,ip,0,0,0,83,
54,瑾田夏予楽,08月29日 02:23,//weibo.com/6550126123/M3cpdvuLQ?refer_flag=1001030103_,#思源驰援重庆山火# 小善意，大温暖。我在“思源驰援重庆山火”项目捐款成功！愿点滴之举温暖更多心灵。@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,ip,0,0,0,84,
55,江西吃货余干事,08月29日 02:22,//weibo.com/6180111972/M3cp3djiu?refer_flag=1001030103_,【#重庆人有多热情# 差点把妹子一起送了】近日，重庆市，山火扑灭后，消防员开始分批撤离，市民们纷纷夹道欢送，并热情投送各种食物、用品。其中一大姐情绪激动，将一女子抱起欲送上车逗乐网友。有网友调侃：见识到重庆人民的热情，差点把重庆妹子也一起送了。#重庆人差点把妹子一起送了# @点时新闻 L点时新闻的微博视频 收起d,yellow,0,0,0,157,
56,Da_Ning_Ning,08月29日 02:22,//weibo.com/5693692072/M3coPhMeZ?refer_flag=1001030103_,#板栗姐姐碎碎念# 大半夜的刷到重庆灭山火的视频哭的稀里哗啦的重庆人民真的好团结！云南消防好棒！看到摩托车大军的时候真的很感动，还有山火灭了之后大家一起欢呼，一起唱打靶归来，这样的国家和人民谁不爱呢！！ ?,None,0,0,2,103,
57,雅言丨正音,08月29日 02:21,//weibo.com/7504490389/M3cowaWuK?refer_flag=1001030103_,发布了头条文章：《【方圆决是录】由重庆山火看中国基本盘如何保有》  O【方圆决是录】由重庆山火看中国基本盘如何保有 ?,blue,4,0,9,59,
58,用户mwilge25fc,08月29日 02:17,//weibo.com/5096461014/M3cmIbsb2?refer_flag=1001030103_,重庆舞蹈老师领着十几名同事参与山火扑救  相约明年春天上山种树 O重庆舞蹈老师领着十几名同事参与山火扑救 相约明年春天上山种树 ?,None,0,0,0,65,
59,洛了个羊,08月29日 02:13,//weibo.com/2474536864/M3cl85iiX?refer_flag=1001030103_,#重庆山火# 当重庆山火决战时刻画面倒过来之后… ?,None,0,0,1,26,
60,LRBang,08月29日 02:12,//weibo.com/5880346444/M3ckVjuU3?refer_flag=1001030103_,我哥凌晨三点钟给我打电话让我起床出发去火场，我们买了很多镰刀，我们以前没有见过并参与这种事，到达现场的时候我跟我哥都很害怕，但我们没有去火场里面，在离得很远的地方挖隔离带，其中让我印象最深刻的人是一个叫梅毅的小伙子，他在网吧上通宵，但听到现场缺人的时候马上下机就到现场，还有一个老辈子，从昨晚干到早上九点，身体的不适让他一边走一边吐，我很庆幸这辈子有这样的经历，但我希望最好别有，这一次让我看到见识到重庆所有人的团结，我爱这个城市也爱这里的人，山火结束，重庆久逢甘露，还有疫情等待我们去粉碎它，《山城之光》指火光，也指每个消防员，公安，医疗队，志愿者，百姓都是一道微光，但也正是我们才组成了一个太阳，照亮了每一寸土地#重庆山火##涪陵##疫情##爱# LLRBang的微博视频 收起d,None,1,0,2,342,
61,开心的_螺蛳粉,08月29日 02:07,//weibo.com/6984269299/M3ciTqFyY?refer_flag=1001030103_,TF家族#给TF家族回信#哈喽你们好呀 最近完成了进化论 嗯！很不错！都很帅呦！快开学了成为高中生的宝宝们有没有准备好呀！希望你们在新的学校能开开心心 当然其他宝宝也要开开心心！最近有和兄弟们一起“团建”吗？哈哈哈哈哈哈哈出去去哪里玩了？很遗憾今年暑假没能去重庆去你们在的城市看一看那里的风景 没关系我一定会去的。这次也是你们公开亮相的第四年了 哇时间过的好快 感觉我还没变你们就长大了 第六次进化论也结束了 真的时间好像转瞬即逝 我的宝宝们怎么长这么大了 都成熟了好多 我希望我的宝宝们都保持一颗童心 接下来也非常期待你们的舞台 听我说你们都很棒！不要否定自己哦！要相信自己 ！也要敢于尝试 你们可以的！重庆的山火我们最近也战胜了 很让我感动！听我重庆的一个朋友说今天晚上也就是28号下雨啦！但好像是温雨 人工降水的 重庆好久都没下雨了 宝宝们也不要中暑哦 照顾好自己的身体 好好长大朱志鑫你最近越来越棒了哦要相信自己呀你可以的！朱朱也要多尝试一些没尝试过的哦你肯定可以。  苏新皓你的舞蹈也是越来越厉害哈哈也要多帮助帮助咱们别的宝贝呀加油＾０＾~  张极宝贝也是非常棒呢！会期待宝贝的单曲的！加油宝贝 你唱歌很好听！最近我也好想啵啵呀，宝贝长高了许多，一眨眼过了这么久也追不上我们豆儿了。  小宝也是越来越棒了离不开付出的努力宝最近变声期要注意嗓子哦我相信小宝结果一定不会辜负你的。左航 说唱很厉害哦加油！你会越来越优秀吸引更多人的。顺顺的说唱也很厉害的！偷偷告诉你我也喜欢说唱 我比较喜欢马思唯哦哈哈顺的单曲也很好听哦！余泰森最近声音又成熟没有哈哈哈我想看咱们小鱼跳女团了哈哈小鱼舞蹈跳的很好哦加油你会越来越好的。阿毛最近还好吗要天天开心哦粉丝们都陪着你呢！我们永远爱你 要相信自己！加油＾０＾~秀儿现在唱歌越来越好听了哈哈肯定回家深造了（忘不了～你的爱～）哈哈哈哈秀儿很有实力的哦加油。恩仔！哦不丞哥哈哈哈最近恩仔也在很努力呀一定要相信自己一定可以的！最近恩仔也在长高呀快赶不上了。幺儿要多吃一点多吃一点多吃一点！重要的事情说三遍 太瘦了啊咱们幺儿最近舞蹈有进步啊唱歌也越来越好听了哦。我相信我们以后一定会以正确的方式见面的 在对的时间对的地点 等我哦  对了最后说一个小心愿啦我想看自拍宝宝们！！自拍！自拍！自拍！还想看张极和啵啵的自拍哈哈哈 天空依旧很蓝 花儿依旧很香 做自己  宝贝永远爱你们  好了今天就说到这喽下次见。2022 8.28晚上22:35@TF家族 收起d,None,0,0,0,1044,
62,开心的_螺蛳粉,08月29日 02:06,//weibo.com/6984269299/M3ciuiC8y?refer_flag=1001030103_,TF家族#给TF家族回信#哈喽你们好呀 最近完成了进化论 嗯！很不错！都很帅呦！快开学了成为高中生的宝宝们有没有准备好呀！希望你们在新的学校能开开心心 当然其他宝宝也要开开心心！最近有和兄弟们一起“团建”吗？哈哈哈哈哈哈哈出去去哪里玩了？很遗憾今年暑假没能去重庆去你们在的城市看一看那里的风景 没关系我一定会去的。这次也是你们公开亮相的第四年了 哇时间过的好快 感觉我还没变你们就长大了 第六次进化论也结束了 真的时间好像转瞬即逝 我的宝宝们怎么长这么大了 都成熟了好多 我希望我的宝宝们都保持一颗童心 接下来也非常期待你们的舞台 听我说你们都很棒！不要否定自己哦！要相信自己 ！也要敢于尝试 你们可以的！重庆的山火我们最近也战胜了 很让我感动！听我重庆的一个朋友说今天晚上也就是28号下雨啦！但好像是温雨 人工降水的 重庆好久都没下雨了 宝宝们也不要中暑哦 照顾好自己的身体 好好长大朱志鑫你最近越来越棒了哦要相信自己呀你可以的！朱朱也要多尝试一些没尝试过的哦你肯定可以。  苏新皓你的舞蹈也是越来越厉害哈哈也要多帮助帮助咱们别的宝贝呀加油＾０＾~  张极宝贝也是非常棒呢！会期待宝贝的单曲的！加油宝贝 你唱歌很好听！最近我也好想啵啵呀，宝贝长高了许多，一眨眼过了这么久也追不上我们豆儿了。  小宝也是越来越棒了离不开付出的努力宝最近变声期要注意嗓子哦我相信小宝结果一定不会辜负你的。左航 说唱很厉害哦加油！你会越来越优秀吸引更多人的。顺顺的说唱也很厉害的！偷偷告诉你我也喜欢说唱 我比较喜欢马思唯哦哈哈顺的单曲也很好听哦！余泰森最近声音又成熟没有哈哈哈我想看咱们小鱼跳女团了哈哈小鱼舞蹈跳的很好哦加油你会越来越好的。阿毛最近还好吗要天天开心哦粉丝们都陪着你呢！我们永远爱你 要相信自己！加油＾０＾~秀儿现在唱歌越来越好听了哈哈肯定回家深造了（忘不了～你的爱～）哈哈哈哈秀儿很有实力的哦加油。恩仔！哦不丞哥哈哈哈最近恩仔也在很努力呀一定要相信自己一定可以的！最近恩仔也在长高呀快赶不上了。幺儿要多吃一点多吃一点多吃一点！重要的事情说三遍 太瘦了啊咱们幺儿最近舞蹈有进步啊唱歌也越来越好听了哦。我相信我们以后一定会以正确的方式见面的 在对的时间对的地点 等我哦  对了最后说一个小心愿啦我想看自拍宝宝们！！自拍！自拍！自拍！还想看张极和啵啵的自拍哈哈哈 天空依旧很蓝 花儿依旧很香 做自己  宝贝永远爱你们  好了今天就说到这喽下次见。2022 8.28晚上22:35@TF家族 收起d,None,0,0,0,1044,
63,储蓄卡的小迷妹,08月29日 02:06,//weibo.com/7033147499/M3cibnT5G?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐蔡徐坤，快来跟我一起音乐+年华！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,None,0,0,0,99,
64,开心的_螺蛳粉,08月29日 02:05,//weibo.com/6984269299/M3ci5tfqq?refer_flag=1001030103_,TF家族#给TF家族回信#哈喽你们好呀 最近完成了进化论 嗯！很不错！都很帅呦！快开学了成为高中生的宝宝们有没有准备好呀！希望你们在新的学校能开开心心 当然其他宝宝也要开开心心！最近有和兄弟们一起“团建”吗？哈哈哈哈哈哈哈出去去哪里玩了？很遗憾今年暑假没能去重庆去你们在的城市看一看那里的风景 没关系我一定会去的。这次也是你们公开亮相的第四年了 哇时间过的好快 感觉我还没变你们就长大了 第六次进化论也结束了 真的时间好像转瞬即逝 我的宝宝们怎么长这么大了 都成熟了好多 我希望我的宝宝们都保持一颗童心 接下来也非常期待你们的舞台 听我说你们都很棒！不要否定自己哦！要相信自己 ！也要敢于尝试 你们可以的！重庆的山火我们最近也战胜了 很让我感动！听我重庆的一个朋友说今天晚上也就是28号下雨啦！但好像是温雨 人工降水的 重庆好久都没下雨了 宝宝们也不要中暑哦 照顾好自己的身体 好好长大朱志鑫你最近越来越棒了哦要相信自己呀你可以的！朱朱也要多尝试一些没尝试过的哦你肯定可以。  苏新皓你的舞蹈也是越来越厉害哈哈也要多帮助帮助咱们别的宝贝呀加油＾０＾~  张极宝贝也是非常棒呢！会期待宝贝的单曲的！加油宝贝 你唱歌很好听！最近我也好想啵啵呀，宝贝长高了许多，一眨眼过了这么久也追不上我们豆儿了。  小宝也是越来越棒了离不开付出的努力宝最近变声期要注意嗓子哦我相信小宝结果一定不会辜负你的。左航 说唱很厉害哦加油！你会越来越优秀吸引更多人的。顺顺的说唱也很厉害的！偷偷告诉你我也喜欢说唱 我比较喜欢马思唯哦哈哈顺的单曲也很好听哦！余泰森最近声音又成熟没有哈哈哈我想看咱们小鱼跳女团了哈哈小鱼舞蹈跳的很好哦加油你会越来越好的。阿毛最近还好吗要天天开心哦粉丝们都陪着你呢！我们永远爱你 要相信自己！加油＾０＾~秀儿现在唱歌越来越好听了哈哈肯定回家深造了（忘不了～你的爱～）哈哈哈哈秀儿很有实力的哦加油。恩仔！哦不丞哥哈哈哈最近恩仔也在很努力呀一定要相信自己一定可以的！最近恩仔也在长高呀快赶不上了。幺儿要多吃一点多吃一点多吃一点！重要的事情说三遍 太瘦了啊咱们幺儿最近舞蹈有进步啊唱歌也越来越好听了哦。我相信我们以后一定会以正确的方式见面的 在对的时间对的地点 等我哦  对了最后说一个小心愿啦我想看自拍宝宝们！！自拍！自拍！自拍！还想看张极和啵啵的自拍哈哈哈 天空依旧很蓝 花儿依旧很香 做自己  宝贝永远爱你们  好了今天就说到这喽下次见。2022 8.28晚上22:35@TF家族 收起d,None,0,0,0,1044,
65,储蓄卡的小迷妹,08月29日 02:05,//weibo.com/7033147499/M3ci4hjqV?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐蔡徐坤2021个人巡回演唱会，快来跟我一起让更多人听到蔡徐坤2021个人巡回演唱会！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,None,0,0,0,125,
66,储蓄卡的小迷妹,08月29日 02:05,//weibo.com/7033147499/M3chW10Px?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐迷（互动版），快来跟我一起让更多人听到迷（互动版）！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,None,0,0,0,109,
67,轻语慢言无奈何,08月29日 02:04,//weibo.com/6000399515/M3chA8XNH?refer_flag=1001030103_,有感重庆山火。因我的爱人是重庆人就想跟大家聊一下--中国是由一群什么样人组成的国家。   可用两句话老话总结国人的家国情怀。一、仗义多为屠狗辈，丧德多为读书人。二、不怕秀才造反，就怕秀才仗义。 屠狗辈就是你我底层百姓，咱们依靠一腔热血的仗义保家族平安，子孙繁衍。没事的时候我们是苟且偷生的鼠辈、耙耳朵的丈夫、没权没势的父亲。一旦威胁我们的祖国我们家人，我辈就是第一或最后倒下的男人。这就是中国平民男人应有的钢硬脊梁。中国文人一旦仗义就征服万里河山。刘秀、毛泽东、邓小平、这些舍生忘死仗义的文人们就成为率领我屠狗之辈改朝换代和度过了改革开放的阵痛领袖。我辈才是国之柱石！你我屠狗之辈不求江山我有，但求一方平安。一旦谁危害了我的国危害我们辈的子孙就算是玉皇或上帝也要把它干翻。知道了吧，中国就是由这么一众任性仗义的秀才和你我这一群敢于流血不怕流汗的鼠辈们建立起的国家 收起d,None,0,0,0,385,
68,潇洒友A,08月29日 02:03,//weibo.com/2095252841/M3chhvQ40?refer_flag=1001030103_,重庆山火：哪里需要就往哪里冲，龙麻子王队长和馒头出镜率最高。#我的秋日企划##龙麻子# #重庆山火# L潇洒友A的微博视频 ?,yellow,9,7,47,63,
69,亲子如是55,08月29日 02:03,//weibo.com/6190643133/M3chdFhls?refer_flag=1001030103_,#思源驰援重庆山火# 为爱前行，我一直在路上。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,ip,0,0,0,76,
70,轻语慢言无奈何,08月29日 02:03,//weibo.com/6000399515/M3chcillY?refer_flag=1001030103_,有感重庆山火。因我的爱人是重庆人就想跟大家聊一下--中国是由一群什么样人组成的国家。   可用两句话老话总结国人的家国情怀。一、仗义多为屠狗辈，丧德多为读书人。二、不怕秀才造反，就怕秀才仗义。 屠狗辈就是你我底层百姓，咱们依靠一腔热血的仗义保家族平安，子孙繁衍。没事的时候我们是苟且偷生的鼠辈、耙耳朵的丈夫、没权没势的父亲。一旦威胁我们的祖国我们家人，我辈就是第一或最后倒下的男人。这就是中国平民男人应有的钢硬脊梁。中国文人一旦仗义就征服万里河山。刘秀、毛泽东、邓小平、这些舍生忘死仗义的文人们就成为率领我屠狗之辈改朝换代和度过了改革开放的阵痛领袖。我辈才是国之柱石！你我屠狗之辈不求江山我有，但求一方平安。一旦谁危害了我的国危害我们辈的子孙就算是玉皇或上帝也要把它干翻。知道了吧，中国就是由这么一众任性仗义的秀才和你我这一群敢于流血不怕流汗的鼠辈们建立起的国家 收起d,None,0,0,0,385,
